Soil_Type,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Clay,Maize,Vegetative,Kharif,Drip,Cotton,North,5.85,56.95,1.27,0.7,52,29,27,28.23,31.6,2934.08,100.66,6.83,Urea
Silt,Tomato,Flowering,Kharif,Rainfed,Potato,East,7.13,40.9,0.97,0.64,99,28,70,34.69,67.57,1022.71,150.76,5.04,DAP
Loamy,Potato,Flowering,Rabi,Canal,Sugarcane,South,7.37,54.07,1.33,1.57,51,11,78,25.67,63.5,524.31,229.16,2.1,Urea
Silt,Tomato,Harvest,Kharif,Rainfed,Wheat,South,6.73,16.57,0.87,0.19,23,49,43,13.31,52.76,2792.4,89.2,2.44,Urea
Silt,Cotton,Flowering,Rabi,Canal,Rice,West,4.73,49.87,1.28,0.92,97,27,91,38.91,57.71,1093.19,130.53,4.47,DAP
Sandy,Maize,Harvest,Kharif,Rainfed,Cotton,North,5.18,15.96,1.44,1.86,145,11,63,18.6,89.41,1848.89,132.12,1.85,DAP
Silt,Maize,Sowing,Kharif,Canal,Wheat,East,5.64,30.4,0.85,1.13,138,56,108,39.83,40.06,2008.53,154.0,1.9,SSP
Clay,Rice,Vegetative,Rabi,Rainfed,Potato,South,5.63,26.19,0.99,2.15,41,58,99,10.18,73.86,930.54,50.08,5.03,Urea
Loamy,Tomato,Flowering,Zaid,Drip,Sugarcane,West,7.19,39.28,0.99,1.23,45,32,38,24.51,68.72,1385.53,125.53,7.67,Urea
Loamy,Maize,Vegetative,Rabi,Rainfed,Wheat,North,4.57,25.08,1.22,2.94,68,56,50,31.15,69.82,635.36,102.4,2.7,Compost
Loamy,Cotton,Harvest,Kharif,Drip,Sugarcane,East,7.52,41.87,1.27,2.9,127,88,101,37.19,50.74,2676.73,284.88,4.27,DAP
Clay,Rice,Flowering,Kharif,Rainfed,Cotton,West,5.56,28.37,0.24,2.42,71,54,79,33.41,42.99,1836.68,258.64,3.26,DAP
Clay,Tomato,Harvest,Rabi,Drip,Sugarcane,Central,5.74,53.04,1.15,2.87,83,30,99,17.67,69.05,2692.76,181.58,6.14,DAP
Clay,Rice,Vegetative,Zaid,Canal,Maize,Central,6.61,41.69,1.22,0.69,70,56,67,17.3,84.76,919.94,72.71,4.75,NPK
Clay,Rice,Flowering,Zaid,Drip,Cotton,West,5.36,20.76,1.11,2.28,53,41,91,20.7,88.56,1975.18,286.66,5.18,Urea
Clay,Tomato,Sowing,Kharif,Drip,Sugarcane,South,8.04,26.81,1.13,1.03,127,28,39,13.32,58.85,810.29,147.86,4.72,DAP
Silt,Maize,Flowering,Rabi,Sprinkler,Cotton,West,4.84,52.37,0.25,2.2,135,27,42,30.09,55.54,1009.34,242.37,6.68,DAP
Clay,Cotton,Sowing,Kharif,Sprinkler,Sugarcane,South,6.28,29.32,0.77,1.18,47,33,72,38.24,50.94,1211.22,106.46,2.27,Urea
Clay,Sugarcane,Harvest,Zaid,Drip,Wheat,South,7.9,36.79,1.26,0.94,38,56,105,29.26,78.6,1738.39,207.4,6.96,Urea
Clay,Tomato,Vegetative,Zaid,Sprinkler,Potato,East,6.96,42.45,1.41,2.88,117,39,99,26.0,45.32,1756.18,159.73,1.84,DAP
Clay,Sugarcane,Flowering,Kharif,Canal,Potato,North,5.67,27.39,0.5,0.71,91,30,95,25.1,60.78,760.92,176.77,5.23,DAP
Loamy,Rice,Sowing,Zaid,Drip,Tomato,East,6.18,24.7,0.95,2.3,125,57,43,27.78,50.7,329.0,100.5,4.47,Compost
Clay,Wheat,Vegetative,Kharif,Drip,Rice,North,7.33,33.76,1.25,2.06,90,75,58,31.32,82.54,2361.87,268.12,3.72,NPK
Silt,Tomato,Sowing,Kharif,Drip,Maize,North,8.39,20.74,1.18,0.98,46,54,21,33.85,46.96,1672.95,222.05,4.7,Urea
Silt,Potato,Vegetative,Zaid,Rainfed,Cotton,East,8.07,24.21,1.0,1.43,70,10,31,30.95,71.19,1077.11,152.3,2.82,DAP
Silt,Potato,Flowering,Rabi,Sprinkler,Wheat,North,5.87,13.1,0.22,0.51,103,31,94,31.15,65.32,347.73,141.6,3.81,DAP
Sandy,Sugarcane,Sowing,Kharif,Sprinkler,Sugarcane,South,8.49,25.2,1.14,2.77,73,65,33,38.55,49.7,492.87,64.33,1.25,MOP
Loamy,Cotton,Flowering,Zaid,Sprinkler,Maize,Central,4.51,26.04,1.21,2.91,142,49,65,36.98,45.29,1386.02,148.66,7.98,Compost
Clay,Rice,Flowering,Zaid,Rainfed,Rice,South,4.61,58.09,1.14,2.22,36,47,34,34.72,78.23,1554.73,106.76,1.63,Urea
Sandy,Wheat,Harvest,Rabi,Sprinkler,Cotton,West,7.8,39.49,1.2,2.56,91,28,75,11.3,60.63,1256.92,260.39,6.8,DAP
Clay,Tomato,Flowering,Zaid,Canal,Sugarcane,North,5.3,49.37,0.76,0.34,133,28,10,30.07,66.69,1786.23,124.17,3.48,DAP
Sandy,Cotton,Vegetative,Zaid,Drip,Maize,East,4.74,12.27,1.49,1.21,114,75,83,23.65,87.73,2479.37,195.52,6.15,Compost
Sandy,Potato,Vegetative,Rabi,Drip,Tomato,Central,5.45,15.33,1.2,1.06,148,56,43,28.53,53.88,2095.96,212.01,3.39,Compost
Silt,Wheat,Flowering,Kharif,Sprinkler,Tomato,East,6.2,50.73,0.95,1.74,124,67,14,30.59,78.86,2627.66,202.96,7.64,MOP
Silt,Tomato,Flowering,Zaid,Rainfed,Maize,North,7.42,41.18,1.41,0.63,33,66,26,31.44,68.33,1924.27,205.15,2.03,Urea
Sandy,Sugarcane,Harvest,Kharif,Drip,Tomato,Central,7.0,19.55,1.38,1.73,154,57,10,36.08,65.61,494.1,246.84,3.48,MOP
Silt,Wheat,Flowering,Zaid,Canal,Rice,North,5.45,30.24,1.26,2.0,83,54,87,37.3,33.27,619.85,160.59,7.85,Compost
Sandy,Maize,Sowing,Rabi,Canal,Sugarcane,North,6.51,36.93,0.93,0.48,155,37,30,28.2,84.74,1293.45,88.93,2.17,DAP
Loamy,Maize,Harvest,Kharif,Drip,Sugarcane,North,8.2,52.18,0.89,0.48,148,69,15,36.82,43.72,994.9,173.71,4.85,MOP
Silt,Tomato,Sowing,Zaid,Drip,Wheat,West,7.76,13.02,0.63,0.2,88,14,84,32.94,58.39,2026.29,53.6,1.22,DAP
Silt,Rice,Vegetative,Kharif,Canal,Sugarcane,Central,5.79,39.84,0.53,2.31,51,27,48,16.08,75.12,1952.33,231.78,7.19,Urea
Silt,Tomato,Vegetative,Zaid,Sprinkler,Rice,West,8.43,45.85,0.87,1.06,20,46,68,11.06,61.34,1495.27,74.0,2.79,Urea
Loamy,Potato,Sowing,Rabi,Rainfed,Potato,South,7.33,58.89,0.95,0.75,156,89,29,10.3,30.26,2002.18,120.66,3.88,MOP
Sandy,Tomato,Harvest,Kharif,Canal,Tomato,West,4.75,50.36,0.52,2.36,93,34,93,27.6,86.94,2751.26,138.16,3.76,DAP
Clay,Maize,Vegetative,Kharif,Drip,Potato,South,4.64,23.81,1.4,0.52,124,47,94,25.65,31.23,1576.8,263.6,2.63,Compost
Silt,Wheat,Vegetative,Zaid,Drip,Wheat,Central,5.17,45.48,0.92,1.34,133,10,73,30.89,35.39,1172.35,242.31,5.88,DAP
Sandy,Maize,Sowing,Zaid,Canal,Potato,East,7.41,48.16,0.88,2.26,70,49,33,35.28,43.45,1533.47,266.31,4.84,MOP
Loamy,Potato,Vegetative,Rabi,Sprinkler,Potato,Central,5.23,46.49,0.77,1.76,100,64,50,14.93,65.94,606.3,298.43,2.66,Compost
Clay,Rice,Sowing,Zaid,Drip,Potato,South,6.55,51.01,0.28,1.71,21,48,99,35.69,88.27,472.67,191.88,7.33,Urea
Silt,Sugarcane,Flowering,Zaid,Drip,Sugarcane,Central,4.87,55.19,1.35,0.56,29,85,76,12.94,85.36,1349.5,86.28,3.9,Urea
Loamy,Tomato,Harvest,Kharif,Sprinkler,Maize,Central,8.18,14.92,0.61,0.62,122,34,47,36.5,69.08,2785.52,174.38,4.34,DAP
Loamy,Rice,Harvest,Zaid,Sprinkler,Rice,West,5.88,15.24,1.04,1.79,153,32,114,35.51,74.5,2616.14,262.84,4.26,DAP
Clay,Rice,Vegetative,Zaid,Drip,Cotton,North,8.13,49.82,0.99,0.17,85,52,47,30.91,72.71,2099.17,124.25,1.48,Zinc Sulphate
Sandy,Tomato,Flowering,Kharif,Sprinkler,Cotton,North,8.28,22.62,0.96,2.62,27,57,37,19.0,71.22,2212.92,194.07,1.58,Urea
Silt,Wheat,Harvest,Zaid,Canal,Rice,North,4.52,12.93,0.88,1.12,87,47,19,12.8,78.74,2609.55,88.96,6.69,MOP
Silt,Potato,Vegetative,Kharif,Canal,Rice,West,6.36,30.06,0.44,1.31,69,33,33,33.34,50.39,2763.23,88.63,6.61,DAP
Sandy,Potato,Flowering,Kharif,Rainfed,Cotton,West,4.6,50.99,0.56,0.85,114,14,71,16.54,43.27,2046.41,200.61,6.2,DAP
Sandy,Wheat,Sowing,Rabi,Rainfed,Cotton,South,8.13,16.33,0.88,2.64,55,69,113,23.23,50.86,1280.67,286.19,6.66,Urea
Sandy,Cotton,Vegetative,Zaid,Canal,Cotton,South,6.57,43.59,1.23,1.96,155,26,61,25.93,32.92,612.94,114.83,2.81,DAP
Clay,Potato,Sowing,Zaid,Drip,Tomato,North,4.8,10.18,0.76,1.4,114,46,80,30.56,88.02,219.38,220.76,7.58,Compost
Clay,Maize,Vegetative,Kharif,Drip,Wheat,North,4.94,15.49,0.47,1.8,97,24,96,24.62,74.37,2014.19,245.94,1.32,DAP
Silt,Sugarcane,Harvest,Kharif,Drip,Rice,West,6.03,27.54,0.31,1.2,155,75,96,30.84,42.81,1313.88,114.63,4.82,NPK
Clay,Cotton,Flowering,Rabi,Sprinkler,Potato,Central,8.26,14.18,1.06,1.45,141,29,33,34.42,45.35,423.1,110.23,4.91,DAP
Loamy,Wheat,Sowing,Zaid,Drip,Wheat,West,7.27,52.3,0.75,1.14,108,39,104,31.39,89.56,980.26,251.08,4.1,DAP
Silt,Sugarcane,Harvest,Rabi,Canal,Sugarcane,East,7.97,53.2,0.36,1.29,62,25,59,18.99,76.09,1512.46,67.71,6.01,DAP
Clay,Wheat,Vegetative,Zaid,Canal,Wheat,North,5.97,47.78,1.08,1.01,82,53,95,36.83,55.54,2394.06,131.38,3.25,NPK
Sandy,Tomato,Harvest,Kharif,Rainfed,Maize,West,4.67,22.12,0.47,0.33,100,68,100,26.52,42.4,1081.42,180.89,3.35,Compost
Loamy,Maize,Sowing,Zaid,Rainfed,Rice,South,8.4,36.16,0.86,0.21,132,13,47,23.96,32.43,2037.46,117.28,1.57,DAP
Sandy,Rice,Sowing,Rabi,Sprinkler,Sugarcane,West,4.57,19.21,0.6,0.6,31,40,78,27.25,70.16,320.9,75.5,7.96,Urea
Silt,Sugarcane,Sowing,Zaid,Sprinkler,Cotton,East,8.29,24.06,1.41,0.83,103,35,27,24.5,76.8,2894.66,274.38,5.49,DAP
Sandy,Sugarcane,Flowering,Zaid,Sprinkler,Maize,East,5.97,35.8,0.5,2.68,117,50,81,32.65,36.46,2920.71,163.05,4.74,DAP
Clay,Cotton,Flowering,Rabi,Sprinkler,Potato,North,4.54,46.75,0.75,1.87,75,85,108,22.62,30.14,1679.29,90.95,1.55,Compost
Clay,Sugarcane,Vegetative,Rabi,Rainfed,Potato,North,7.26,14.73,1.45,2.88,68,11,58,33.3,51.45,2041.15,292.81,2.99,DAP
Silt,Tomato,Harvest,Kharif,Drip,Tomato,East,8.42,24.83,0.61,1.08,158,17,26,32.8,70.05,2340.79,276.34,4.93,DAP
Sandy,Sugarcane,Harvest,Rabi,Drip,Sugarcane,South,8.36,56.33,1.04,1.27,46,87,85,18.31,85.43,2917.07,118.74,6.09,Urea
Silt,Wheat,Sowing,Kharif,Sprinkler,Sugarcane,Central,5.14,31.46,0.61,2.19,156,33,112,12.88,82.77,1724.94,59.35,4.99,DAP
Sandy,Maize,Sowing,Zaid,Drip,Maize,South,5.22,56.94,0.34,1.78,101,49,95,35.53,71.31,2314.99,131.03,7.75,Compost
Loamy,Cotton,Harvest,Rabi,Drip,Rice,North,6.76,59.57,1.02,1.63,55,34,62,15.07,78.84,738.62,75.65,2.82,Urea
Clay,Wheat,Vegetative,Zaid,Rainfed,Sugarcane,North,7.05,36.33,1.39,1.77,137,71,15,10.94,51.35,631.32,159.45,6.84,MOP
Silt,Cotton,Flowering,Rabi,Rainfed,Wheat,West,7.46,24.4,0.79,1.79,98,67,103,22.07,44.71,2195.05,191.27,6.01,SSP
Loamy,Cotton,Harvest,Zaid,Canal,Wheat,Central,5.22,49.54,1.01,2.32,60,80,75,17.62,37.45,2787.02,64.94,1.43,Compost
Loamy,Maize,Harvest,Rabi,Canal,Wheat,Central,8.34,17.97,0.99,2.04,47,41,14,16.61,40.9,1789.34,294.51,3.46,Urea
Silt,Maize,Harvest,Zaid,Sprinkler,Rice,South,7.05,22.6,0.74,2.88,120,55,11,15.17,87.78,1696.61,174.32,7.99,MOP
Silt,Potato,Harvest,Kharif,Rainfed,Cotton,South,7.89,49.24,1.0,2.85,41,35,71,32.48,85.8,1799.16,213.37,2.02,Urea
Loamy,Tomato,Vegetative,Zaid,Sprinkler,Sugarcane,West,6.66,31.68,0.54,1.32,66,51,108,33.5,32.82,2662.7,116.21,2.0,NPK
Sandy,Rice,Harvest,Kharif,Sprinkler,Wheat,North,6.16,20.08,0.69,0.2,36,16,14,11.39,58.2,2440.13,199.87,5.06,Urea
Loamy,Wheat,Harvest,Rabi,Rainfed,Potato,South,8.41,42.56,0.78,0.13,148,65,40,26.4,52.4,2444.68,169.74,6.35,Zinc Sulphate
Silt,Maize,Vegetative,Zaid,Drip,Rice,West,6.83,46.64,1.32,0.46,108,56,90,14.05,69.11,498.21,263.97,1.19,NPK
Loamy,Cotton,Sowing,Zaid,Rainfed,Cotton,East,7.97,16.25,0.65,0.32,31,59,72,24.99,49.7,2327.28,104.09,2.83,Urea
Sandy,Cotton,Sowing,Zaid,Drip,Sugarcane,East,8.31,23.85,1.03,1.18,39,54,100,20.44,46.84,2351.24,50.78,4.22,Urea
Clay,Cotton,Vegetative,Rabi,Canal,Cotton,West,7.2,21.06,0.48,0.25,24,77,104,16.05,78.55,570.04,94.97,5.78,Urea
Clay,Tomato,Sowing,Kharif,Sprinkler,Wheat,East,6.7,28.99,0.53,1.91,34,53,83,38.44,86.83,1520.17,106.36,3.25,Urea
Loamy,Wheat,Harvest,Zaid,Sprinkler,Cotton,East,4.51,48.17,1.04,0.65,44,34,85,38.7,42.17,474.05,159.83,4.69,Urea
Sandy,Potato,Flowering,Kharif,Canal,Potato,East,4.66,45.69,1.19,1.59,127,61,27,26.92,44.12,1311.66,144.15,3.87,MOP
Clay,Sugarcane,Vegetative,Zaid,Sprinkler,Rice,North,5.3,43.13,0.8,0.4,74,27,86,15.64,55.15,1994.82,118.68,4.65,DAP
Loamy,Rice,Sowing,Kharif,Canal,Potato,West,5.24,10.31,0.64,2.5,82,16,66,27.5,72.38,811.23,122.53,5.75,DAP
Loamy,Cotton,Flowering,Rabi,Rainfed,Wheat,Central,5.52,17.11,1.38,2.36,66,31,81,37.85,40.02,570.12,101.29,5.86,DAP
Sandy,Rice,Harvest,Kharif,Rainfed,Sugarcane,North,5.72,21.16,0.38,1.22,135,13,108,21.33,58.08,1987.22,69.16,2.37,DAP
Silt,Sugarcane,Flowering,Rabi,Sprinkler,Potato,South,5.94,23.6,1.14,2.74,83,38,117,14.13,80.45,2514.91,243.76,3.64,DAP
Loamy,Rice,Sowing,Zaid,Canal,Potato,East,6.18,17.32,1.1,0.64,41,49,71,30.81,44.04,632.05,58.72,2.95,Urea
Silt,Wheat,Sowing,Zaid,Canal,Maize,East,4.9,30.52,1.1,2.46,125,61,13,29.69,32.86,2731.89,206.56,3.48,MOP
Silt,Wheat,Vegetative,Zaid,Canal,Sugarcane,North,4.67,13.76,1.42,1.68,96,69,71,10.04,84.41,2263.68,265.48,3.47,Compost
Clay,Potato,Flowering,Zaid,Canal,Tomato,East,7.2,47.5,1.15,1.06,93,50,55,35.61,77.25,2098.53,143.81,1.29,DAP
Silt,Potato,Vegetative,Zaid,Sprinkler,Potato,South,6.65,49.39,0.59,0.34,99,85,80,29.82,71.93,538.7,201.14,6.8,NPK
Sandy,Cotton,Vegetative,Kharif,Sprinkler,Sugarcane,South,6.28,38.71,0.66,0.6,146,82,30,15.87,35.24,2803.28,206.51,3.92,MOP
Clay,Rice,Flowering,Zaid,Canal,Tomato,East,7.04,14.49,0.71,2.6,149,24,69,10.1,83.96,1525.71,80.15,7.3,DAP
Clay,Maize,Flowering,Rabi,Canal,Sugarcane,Central,7.81,54.5,0.24,1.86,145,86,54,39.17,48.32,1699.69,105.49,5.59,Zinc Sulphate
Clay,Sugarcane,Harvest,Rabi,Sprinkler,Rice,West,6.21,58.28,1.39,0.79,133,66,117,32.64,42.69,1635.37,102.2,7.44,DAP
Loamy,Wheat,Harvest,Rabi,Sprinkler,Tomato,East,7.06,20.12,0.3,1.54,134,44,88,20.95,59.25,1686.99,77.86,7.49,DAP
Loamy,Wheat,Sowing,Rabi,Sprinkler,Potato,North,8.31,45.23,1.11,0.41,80,28,107,22.98,85.37,2504.03,215.76,1.23,DAP
Silt,Sugarcane,Vegetative,Kharif,Drip,Wheat,West,7.86,52.1,1.15,0.39,24,30,31,26.17,89.67,476.66,165.25,4.15,Urea
Clay,Maize,Flowering,Kharif,Sprinkler,Sugarcane,West,6.2,36.99,1.3,2.73,47,22,74,31.56,66.85,1554.64,143.36,2.63,Urea
Clay,Maize,Harvest,Rabi,Rainfed,Rice,South,7.08,26.17,0.92,1.43,100,30,15,15.19,87.33,1918.98,266.25,3.32,DAP
Sandy,Cotton,Flowering,Zaid,Drip,Rice,East,5.21,33.93,1.14,1.15,34,35,74,15.87,57.2,529.7,286.96,2.15,Urea
Silt,Sugarcane,Harvest,Kharif,Drip,Wheat,North,6.74,35.61,0.59,2.85,139,65,92,11.45,31.78,1826.85,172.57,1.22,Urea
Sandy,Potato,Harvest,Zaid,Rainfed,Rice,North,8.43,30.03,1.17,1.26,57,40,36,39.57,46.54,1625.64,260.92,3.57,Urea
Silt,Maize,Flowering,Kharif,Sprinkler,Potato,West,6.57,56.49,0.65,1.08,33,39,19,36.27,48.11,823.6,278.6,6.31,Urea
Silt,Maize,Sowing,Zaid,Drip,Wheat,West,8.21,47.19,1.37,0.89,51,33,64,26.59,76.96,920.64,127.63,7.44,Urea
Loamy,Wheat,Sowing,Zaid,Canal,Potato,North,6.13,22.07,0.41,1.74,63,39,87,22.91,37.45,441.36,55.47,4.79,DAP
Loamy,Rice,Flowering,Zaid,Drip,Rice,East,8.5,39.28,0.61,1.72,111,35,43,17.12,40.49,2175.17,231.36,1.8,DAP
Sandy,Sugarcane,Flowering,Zaid,Sprinkler,Potato,East,6.82,44.43,0.85,0.15,137,63,50,27.85,66.86,615.35,124.66,4.04,Compost
Silt,Sugarcane,Flowering,Rabi,Canal,Wheat,East,4.67,17.01,1.21,2.0,135,85,41,30.72,37.84,2409.08,55.85,5.96,Compost
Clay,Wheat,Vegetative,Zaid,Rainfed,Cotton,West,6.85,27.92,1.17,2.39,142,30,76,30.68,59.73,2691.08,150.1,4.16,DAP
Loamy,Tomato,Harvest,Rabi,Rainfed,Sugarcane,Central,5.6,55.28,0.47,1.89,135,32,60,10.19,32.1,875.1,170.49,2.51,DAP
Clay,Cotton,Sowing,Rabi,Canal,Wheat,Central,4.63,38.36,0.39,2.62,121,37,119,31.06,70.13,928.93,148.55,6.2,DAP
Sandy,Wheat,Harvest,Rabi,Drip,Wheat,East,7.78,20.85,0.6,0.9,23,88,89,35.99,84.5,544.7,119.0,6.58,Urea
Loamy,Tomato,Harvest,Zaid,Canal,Cotton,West,5.6,16.14,0.83,0.66,134,32,48,13.45,82.49,1714.46,264.45,6.26,DAP
Loamy,Cotton,Sowing,Rabi,Drip,Potato,West,7.69,35.91,0.9,2.12,78,68,106,32.66,34.42,2899.79,177.21,4.91,Zinc Sulphate
Silt,Tomato,Flowering,Kharif,Rainfed,Potato,West,5.65,37.38,0.76,0.65,94,62,14,34.7,65.46,882.44,247.52,5.43,MOP
Sandy,Rice,Vegetative,Rabi,Sprinkler,Sugarcane,West,5.28,26.72,1.06,0.36,23,62,67,18.29,36.23,647.5,134.28,5.69,Urea
Silt,Wheat,Vegetative,Rabi,Canal,Tomato,Central,8.4,41.52,0.76,0.38,23,43,108,31.36,33.21,1897.19,125.85,7.45,Urea
Loamy,Sugarcane,Sowing,Rabi,Sprinkler,Tomato,Central,5.95,13.43,1.43,2.33,159,77,26,12.9,66.62,2598.29,250.24,2.11,MOP
Sandy,Tomato,Vegetative,Rabi,Sprinkler,Maize,East,6.91,17.26,0.54,0.18,66,21,32,29.48,64.35,2636.69,277.08,4.97,DAP
Loamy,Maize,Sowing,Rabi,Sprinkler,Potato,West,6.94,37.31,1.02,0.94,154,11,99,25.31,35.63,1167.19,232.13,4.45,DAP
Sandy,Rice,Flowering,Rabi,Sprinkler,Wheat,Central,6.74,13.09,0.99,0.47,159,34,55,35.5,51.59,2403.07,134.74,2.57,DAP
Loamy,Wheat,Vegetative,Kharif,Drip,Sugarcane,South,8.16,54.05,0.57,2.29,90,77,16,23.56,49.0,1858.54,284.98,7.95,MOP
Clay,Potato,Flowering,Kharif,Drip,Tomato,North,7.2,17.11,0.74,1.56,73,53,114,22.84,50.55,2252.13,236.67,6.55,DAP
Clay,Potato,Flowering,Kharif,Canal,Rice,South,6.11,43.7,0.68,0.7,82,43,71,38.01,49.99,2095.22,203.11,2.96,DAP
Silt,Sugarcane,Flowering,Kharif,Drip,Sugarcane,South,7.95,29.56,0.42,2.28,75,15,16,38.03,79.48,557.46,179.78,6.56,DAP
Clay,Sugarcane,Harvest,Zaid,Drip,Tomato,South,5.22,29.99,0.82,2.28,92,48,24,11.07,51.22,1200.99,208.59,2.74,MOP
Loamy,Tomato,Sowing,Kharif,Drip,Wheat,South,6.68,48.24,0.7,1.62,116,59,39,24.57,49.83,2336.69,60.56,2.96,MOP
Loamy,Potato,Flowering,Kharif,Canal,Cotton,South,8.3,34.97,0.43,0.9,121,33,29,14.83,31.78,2327.75,212.85,7.23,DAP
Clay,Sugarcane,Sowing,Kharif,Drip,Tomato,Central,7.0,46.28,0.78,1.8,99,14,76,18.21,77.42,541.84,121.95,7.32,DAP
Silt,Maize,Flowering,Rabi,Drip,Maize,East,7.77,35.26,0.75,2.81,50,63,95,29.98,69.59,1493.83,151.72,6.7,Urea
Clay,Sugarcane,Harvest,Kharif,Canal,Rice,North,7.11,39.65,0.37,0.25,34,63,63,13.88,50.49,2633.15,194.85,7.96,Urea
Sandy,Maize,Harvest,Kharif,Rainfed,Cotton,Central,7.86,48.04,0.37,0.87,149,19,59,10.34,57.11,2416.41,125.12,1.77,DAP
Sandy,Wheat,Flowering,Zaid,Sprinkler,Wheat,East,8.28,40.37,1.04,0.93,32,84,80,31.81,77.64,1826.59,99.55,4.76,Urea
Sandy,Tomato,Sowing,Kharif,Drip,Tomato,South,5.59,40.78,1.12,1.93,24,78,104,29.24,50.65,778.01,102.69,4.25,Urea
Clay,Cotton,Vegetative,Rabi,Sprinkler,Cotton,South,5.18,49.46,1.42,1.99,51,15,58,37.08,58.4,1108.71,292.71,5.21,Urea
Clay,Rice,Sowing,Zaid,Sprinkler,Potato,Central,6.44,57.45,0.31,0.7,125,87,59,26.27,31.19,2030.26,88.24,5.27,Compost
Clay,Rice,Vegetative,Zaid,Canal,Rice,Central,7.31,28.84,0.35,0.73,40,25,12,38.36,85.1,2387.95,236.67,5.41,Urea
Sandy,Wheat,Vegetative,Rabi,Rainfed,Potato,East,5.41,38.86,0.27,2.79,60,69,116,28.28,52.27,1918.21,283.84,3.17,Compost
Silt,Wheat,Sowing,Rabi,Sprinkler,Potato,South,4.52,14.31,0.89,2.29,106,23,73,21.61,47.79,1307.06,273.56,1.35,DAP
Loamy,Sugarcane,Harvest,Zaid,Canal,Tomato,North,5.87,27.94,1.01,2.81,155,42,55,28.25,66.55,1814.56,184.72,3.4,SSP
Clay,Sugarcane,Vegetative,Rabi,Rainfed,Sugarcane,Central,8.38,30.6,0.72,2.51,55,78,90,32.48,61.6,210.7,142.71,6.01,Urea
Silt,Wheat,Flowering,Kharif,Canal,Cotton,East,7.28,51.76,1.24,1.27,52,49,31,20.43,54.06,2259.74,169.14,3.64,Urea
Loamy,Rice,Flowering,Rabi,Sprinkler,Rice,North,6.11,35.67,1.09,0.45,48,87,61,21.18,85.34,2563.11,55.38,4.68,Urea
Loamy,Wheat,Sowing,Zaid,Canal,Potato,North,5.27,46.55,1.48,1.93,114,49,46,28.9,51.78,329.04,217.87,7.9,Compost
Loamy,Tomato,Harvest,Rabi,Drip,Cotton,North,5.92,10.95,0.38,1.12,76,18,69,23.67,89.9,1318.48,201.94,6.08,DAP
Silt,Sugarcane,Sowing,Kharif,Canal,Potato,Central,5.18,33.22,0.28,1.33,91,76,76,25.81,77.35,2576.52,157.13,7.45,Compost
Silt,Wheat,Vegetative,Zaid,Sprinkler,Wheat,East,4.93,55.07,0.56,1.34,109,83,57,39.46,84.2,1871.97,293.8,3.67,Compost
Sandy,Sugarcane,Harvest,Rabi,Rainfed,Maize,South,8.13,21.22,0.22,2.82,133,57,39,11.31,46.97,1553.49,93.31,4.9,MOP
Silt,Rice,Harvest,Rabi,Sprinkler,Tomato,South,8.49,11.58,1.41,0.3,134,84,97,29.44,34.21,443.76,195.46,2.51,Zinc Sulphate
Silt,Tomato,Vegetative,Kharif,Canal,Maize,East,5.16,31.67,0.6,0.66,145,74,106,37.69,55.15,2264.17,189.65,3.92,Compost
Silt,Potato,Vegetative,Rabi,Canal,Maize,Central,4.72,45.22,0.92,1.86,143,19,52,17.09,48.8,2129.96,76.93,2.66,DAP
Loamy,Tomato,Flowering,Zaid,Sprinkler,Tomato,Central,5.82,32.72,0.61,2.66,135,15,19,16.36,33.64,1851.27,168.5,4.79,DAP
Clay,Tomato,Sowing,Kharif,Drip,Rice,North,6.35,33.0,0.52,2.76,122,81,80,20.89,34.29,369.24,62.03,5.08,MOP
Sandy,Tomato,Vegetative,Rabi,Canal,Maize,East,5.32,43.49,0.4,1.72,21,71,89,12.22,40.46,1999.69,156.21,2.24,Urea
Clay,Cotton,Flowering,Rabi,Sprinkler,Rice,Central,5.71,22.72,0.62,0.2,109,40,105,26.81,52.67,344.69,54.51,7.06,Zinc Sulphate
Clay,Tomato,Vegetative,Zaid,Rainfed,Wheat,North,5.3,47.59,1.0,1.15,37,15,11,29.36,86.11,2502.04,87.41,2.39,Urea
Silt,Rice,Flowering,Kharif,Sprinkler,Rice,West,7.6,17.66,1.46,2.76,64,43,81,34.6,69.47,2633.98,165.22,4.03,MOP
Sandy,Potato,Flowering,Zaid,Canal,Maize,South,7.35,29.79,0.93,1.55,34,76,88,11.99,53.9,1686.48,236.63,2.14,Urea
Clay,Maize,Sowing,Zaid,Canal,Potato,South,7.04,42.8,0.89,2.21,154,71,76,23.09,77.96,2575.61,176.56,2.31,NPK
Clay,Sugarcane,Sowing,Rabi,Canal,Maize,West,6.05,51.42,0.25,0.88,59,21,93,33.53,64.11,1322.19,182.7,4.42,Urea
Sandy,Wheat,Vegetative,Kharif,Rainfed,Tomato,West,8.14,49.58,1.29,0.17,36,47,107,33.05,55.05,1012.11,144.97,5.25,Urea
